code,display_code,description,level,parent_code,is_leaf,section_code,division_code,group_code,class_code,source_version,is_special_annex,is_active
47410,4741.0,"Comercio al por menor de computadoras, unidades periféricas, equipo de software y telecomunicaciones",subclass,4741,True,G,47,474,4741,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
47420,4742.0,Comercio al por menor de equipo de audio y video en almacenes especializados,subclass,4742,True,G,47,474,4742,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
47510,4751.0,Comercio al por menor de textiles en almacenes especializados.,subclass,4751,True,G,47,475,4751,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
47521,4752.1,Comercio al por menor de artículos de ferretería,subclass,4752,True,G,47,475,4752,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
47522,4752.2,Comercio al por menos de pinturas y revestimientos similares,subclass,4752,True,G,47,475,4752,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
47523,4752.3,"Comercio al por menor de otros materiales de construcción tales como ladrillos, madera, equipo sanitario.",subclass,4752,True,G,47,475,4752,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
47524,4752.4,Comercio al por menor de vidrio plano - vidrierías,subclass,4752,True,G,47,475,4752,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
47525,4752.5,Comercio al por menor de materiales eléctricos y de conducción eléctrica,subclass,4752,True,G,47,475,4752,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
47529,4752.9,"Comercio al por menor de otros artículos n.c.p. (equipos y materiales del tipo “Hágalo usted mismo”, cortadoras de césped, saunas, etc.)",subclass,4752,True,G,47,475,4752,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
47530,4753.0,"Comercio al por menor de alfombras, cubiertas de pared y piso en almacenes especializados",subclass,4753,True,G,47,475,4753,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
47591,4759.1,Comercio al por menor de electrodomésticos y accesorios,subclass,4759,True,G,47,475,4759,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
47592,4759.2,Comercio al por menor de muebles y accesorios para el hogar,subclass,4759,True,G,47,475,4759,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
47593,4759.3,Comercio al por menor de cristalería y menage,subclass,4759,True,G,47,475,4759,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
47594,4759.4,Comercio al por menor de instrumentos musicales y partituras,subclass,4759,True,G,47,475,4759,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
47595,4759.5,Comercio al por menor de sistemas de seguridad,subclass,4759,True,G,47,475,4759,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
47599,4759.9,"Comercio al por menor de otros aparatos, muebles, artículos y equipos de uso doméstico en almacenes especializados",subclass,4759,True,G,47,475,4759,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
47611,4761.1,Comercio al por menor de libros,subclass,4761,True,G,47,476,4761,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
47619,4761.9,"Comercio al por menor de artículos de papelería, periódicos y otros artículos de oficina",subclass,4761,True,G,47,476,4761,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
47620,4762.0,Comercio al por menor de grabaciones musicales y videográficas en almacenes especializados Página 16 de 26,subclass,4762,True,G,47,476,4762,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
47631,4763.1,Comercio al por menor de bicicletas,subclass,4763,True,G,47,476,4763,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
47639,4763.9,"Comercio al por menor de otros artículos de deporte en almacenes especializados, excepto bicicletas",subclass,4763,True,G,47,476,4763,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
47640,4764.0,Comercio al por menor de juegos y de juguetes en almacenes especializados.,subclass,4764,True,G,47,476,4764,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
47711,4771.1,Comercio al por menor de prendas de vestir de niños y de bebés,subclass,4771,True,G,47,477,4771,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
47712,4771.2,Comercio al por menor de prendas de vestir de hombres,subclass,4771,True,G,47,477,4771,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
47713,4771.3,Comercio al por menor de prendas de vestir de dama,subclass,4771,True,G,47,477,4771,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
47714,4771.4,Comercio al por menor de prendas de vestir de cueros y pieles,subclass,4771,True,G,47,477,4771,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
47715,4771.5,"Comercio al por menor de prendas de vestir interiores, lencería",subclass,4771,True,G,47,477,4771,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
47716,4771.6,"Comercio al por menor de prendas de vestir no especificadas, en tiendas",subclass,4771,True,G,47,477,4771,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
47717,4771.7,Comercio al por menor de calzado,subclass,4771,True,G,47,477,4771,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
47718,4771.8,"Comercio al por menor de accesorios de cuero y sucedáneos, excepto calzado y prendas de vestir",subclass,4771,True,G,47,477,4771,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
47719,4771.9,"Comercio al por menor de otros productos textiles n.c.p.: prendas de vestir, calzado y artículos de cuero en almacenes especializados",subclass,4771,True,G,47,477,4771,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
47721,4772.1,"Comercio al por menor de productos farmacéuticos, de droguería y homeopatía",subclass,4772,True,G,47,477,4772,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
47722,4772.2,"Comercio al por menor de productos de tocador, perfumería y cosmética",subclass,4772,True,G,47,477,4772,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
47723,4772.3,Comercio al por menor de productos veterinarios,subclass,4772,True,G,47,477,4772,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
47729,4772.9,"Comercio al por menor de productos médicos, ortopédicos y otros n.c.p.",subclass,4772,True,G,47,477,4772,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
47731,4773.1,"Comercio al por menor de flores y plantas, semillas, fertilizantes y artículos de jardín",subclass,4773,True,G,47,477,4773,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
47732,4773.2,Comercio al por menor de combustibles de uso doméstico y gas envasado,subclass,4773,True,G,47,477,4773,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
47733,4773.3,Comercio al por menor de carbón y leña,subclass,4773,True,G,47,477,4773,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
47734,4773.4,Comercio al por menor de relojes y joyas,subclass,4773,True,G,47,477,4773,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
47735,4773.5,"Comercio al por menor de equipo fotográfico, óptico y de precisión",subclass,4773,True,G,47,477,4773,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
47736,4773.6,"Comercio al por menor de artesanías, fantasías y souvenirs",subclass,4773,True,G,47,477,4773,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
47737,4773.7,Comercio al por menor de objetos de galerías de arte comerciales,subclass,4773,True,G,47,477,4773,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
47739,4773.9,Otro comercio al por menor de productos nuevos n.c.p. en almacenes especializados,subclass,4773,True,G,47,477,4773,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
47741,4774.1,Comercio al por menor de artículos de construcción usados Página 17 de 26,subclass,4774,True,G,47,477,4774,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
47742,4774.2,Comercio al por menor de prendas de vestir usada,subclass,4774,True,G,47,477,4774,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
47749,4774.9,Comercio al por menor de otras mercancías de segunda mano,subclass,4774,True,G,47,477,4774,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
47810,4781.0,"Comercio al por menor en puestos de venta y mercados de: alimento, bebidas y de productos del tabaco",subclass,4781,True,G,47,478,4781,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
47820,4782.0,"Comercio al por menor en puestos de venta y mercados de: artículos textiles, ropa y calzado",subclass,4782,True,G,47,478,4782,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
47890,4789.0,Comercio al por menor en puestos de venta y mercados de otras mercancías,subclass,4789,True,G,47,478,4789,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
47910,4791.0,Comercio al por menor a través de pedido por correo o vía Internet,subclass,4791,True,G,47,479,4791,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
47991,4799.1,Comercio ambulante al por menor de comestibles,subclass,4799,True,G,47,479,4799,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
47999,4799.9,"Comercio al por menor de artículos n.c.p. no realizada en almacenes, puestos de venta o mercados",subclass,4799,True,G,47,479,4799,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
49110,4911.0,Transporte de pasajeros por vía férrea,subclass,4911,True,H,49,491,4911,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
49120,4912.0,Transporte de carga por vía férrea,subclass,4912,True,H,49,491,4912,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
49210,4921.0,"Transporte terrestre de pasajeros del área urbana, suburbana o metropolitana",subclass,4921,True,H,49,492,4921,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
49221,4922.1,Transporte terrestre de pasajeros en taxímetros,subclass,4922,True,H,49,492,4922,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
49222,4922.2,Transporte terrestre de pasajeros en remises,subclass,4922,True,H,49,492,4922,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
49223,4922.3,Transporte de escolares,subclass,4922,True,H,49,492,4922,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
49224,4922.4,Transporte terrestre de pasajeros en buses de larga distancia regulares,subclass,4922,True,H,49,492,4922,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
49229,4922.9,Otros tipos de transportes terrestres de pasajeros,subclass,4922,True,H,49,492,4922,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
49231,4923.1,"Transporte terrestre local de carga (fletes, mudanzas, etc. de corta distancia)",subclass,4923,True,H,49,492,4923,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
49232,4923.2,Transporte terrestre de carga interdepartamental e internacional,subclass,4923,True,H,49,492,4923,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
49239,4923.9,Otros tipos de transporte terrestre por carreteras n.c.p.,subclass,4923,True,H,49,492,4923,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
49300,4930.0,Transporte por tuberías.,subclass,4930,True,H,49,493,4930,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
50110,5011.0,Transporte marítimo y de cabotaje de pasajero,subclass,5011,True,H,50,501,5011,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
50120,5012.0,Transporte marítimo y de cabotaje de carga,subclass,5012,True,H,50,501,5012,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
50210,5021.0,Transporte de pasajeros por vías de navegación interiores,subclass,5021,True,H,50,502,5021,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
50220,5022.0,"Transporte de carga, por vías de navegación interiores",subclass,5022,True,H,50,502,5022,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
51100,5110.0,Transporte de pasajeros por vía aérea,subclass,5110,True,H,51,511,5110,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
51200,5120.0,Transporte de carga por vía aérea,subclass,5120,True,H,51,512,5120,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
52100,5210.0,Depósito y almacenaje,subclass,5210,True,H,52,521,5210,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
52211,5221.1,Servicios de estacionamiento y garages,subclass,5221,True,H,52,522,5221,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
52219,5221.9,Otros servicios secundarios del transporte terrestre,subclass,5221,True,H,52,522,5221,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
52220,5222.0,Actividades de servicio secundario de transporte por vía acuática,subclass,5222,True,H,52,522,5222,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
52230,5223.0,Actividades de servicio secundario de transporte por vía aérea,subclass,5223,True,H,52,522,5223,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
52240,5224.0,Manipulación de carga,subclass,5224,True,H,52,522,5224,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
52291,5229.1,Agentes de transporte marítimo,subclass,5229,True,H,52,522,5229,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
52292,5229.2,Agentes de transporte aéreo,subclass,5229,True,H,52,522,5229,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
52293,5229.3,Agentes de transporte férreo y carretero,subclass,5229,True,H,52,522,5229,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
52294,5229.4,Despachantes de Aduana,subclass,5229,True,H,52,522,5229,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
52295,5229.5,Proveedores marítimos,subclass,5229,True,H,52,522,5229,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
52299,5229.9,Manipulación de productos y otras actividades complementarias al transporte,subclass,5229,True,H,52,522,5229,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
53100,5310.0,Correo,subclass,5310,True,H,53,531,5310,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
53200,5320.0,Servicio de mensajería,subclass,5320,True,H,53,532,5320,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
55110,5511.0,Actividades de alojamiento en hoteles,subclass,5511,True,I,55,551,5511,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
55120,5512.0,Actividades de alojamiento transitorio: hoteles de alta rotatividad,subclass,5512,True,I,55,551,5512,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
55130,5513.0,Actividades de alojamiento en albergues,subclass,5513,True,I,55,551,5513,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
55191,5519.1,Actividades de alojamiento en pensiones de corto plazo,subclass,5519,True,I,55,551,5519,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
55192,5519.2,Actividades de alojamiento en estancias turísticas,subclass,5519,True,I,55,551,5519,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
55199,5519.9,Otros alojamientos de corto plazo n.c.p.,subclass,5519,True,I,55,551,5519,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
55200,5520.0,"Parques de caravanas, parques de remolques, campamentos de recreo y camping",subclass,5520,True,I,55,552,5520,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
55901,5590.1,Actividades de alojamiento en pensiones familiares sin servicios,subclass,5590,True,I,55,559,5590,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
55909,5590.9,"Otras actividades de alojamientos, excepto pensiones familiares",subclass,5590,True,I,55,559,5590,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
56101,5610.1,Restaurantes y parrilladas,subclass,5610,True,I,56,561,5610,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
56102,5610.2,Rotiserías,subclass,5610,True,I,56,561,5610,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
56103,5610.3,Heladerías que no elaboran el producto,subclass,5610,True,I,56,561,5610,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
56104,5610.4,Salones de te,subclass,5610,True,I,56,561,5610,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
56109,5610.9,"Otros servicios de comida n.c.p. (carros móviles de suministro de comidas, etc.)",subclass,5610,True,I,56,561,5610,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
56210,5621.0,Abastecimiento de eventos,subclass,5621,True,I,56,562,5621,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
56290,5629.0,Otras actividades del servicio de alimentación,subclass,5629,True,I,56,562,5629,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
56301,5630.1,Bares de expendio de bebidas,subclass,5630,True,I,56,563,5630,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
56302,5630.2,Clubes nocturnos y similares con predominante suministro de bebidas,subclass,5630,True,I,56,563,5630,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
56309,5630.9,Otras actividades vinculadas al servicio de bebidas,subclass,5630,True,I,56,563,5630,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
58110,5811.0,Publicación de libros,subclass,5811,True,J,58,581,5811,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
58120,5812.0,Publicación de directorios y de listas de envío,subclass,5812,True,J,58,581,5812,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
58130,5813.0,"Publicación de periódicos, diarios y revistas",subclass,5813,True,J,58,581,5813,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
58190,5819.0,Otras publicaciones,subclass,5819,True,J,58,581,5819,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
58200,5820.0,Publicación de programas informáticos,subclass,5820,True,J,58,582,5820,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
59110,5911.0,"Actividades de producción de películas, videocintas y programas de televisión",subclass,5911,True,J,59,591,5911,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
59120,5912.0,"Actividades posteriores de la producción de películas, videocintas y programas de televisión",subclass,5912,True,J,59,591,5912,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
59130,5913.0,"Actividades de distribución de películas, videocintas y programas de televisión",subclass,5913,True,J,59,591,5913,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
59140,5914.0,Actividades de proyección de películas.,subclass,5914,True,J,59,591,5914,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
59200,5920.0,Actividades de grabación y publicación de grabaciones sonoras.,subclass,5920,True,J,59,592,5920,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
60100,6010.0,Difusión de radio.,subclass,6010,True,J,60,601,6010,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
60200,6020.0,Programación y actividades de transmisión de televisión.,subclass,6020,True,J,60,602,6020,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
61000,6100.0,Telecomunicaciones.,subclass,6100,True,J,61,610,6100,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
62010,6201.0,Actividades de programación informática,subclass,6201,True,J,62,620,6201,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
62020,6202.0,Actividades de consultoría informática y actividades de administración de medios informáticos,subclass,6202,True,J,62,620,6202,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
62090,6209.0,Otras actividades de tecnología de información y servicio de computadoras,subclass,6209,True,J,62,620,6209,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
63110,6311.0,"Procesamiento de datos, hospedaje y actividades conexas",subclass,6311,True,J,63,631,6311,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
63120,6312.0,Portales Web,subclass,6312,True,J,63,631,6312,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
63910,6391.0,Actividades de agencias de noticias,subclass,6391,True,J,63,639,6391,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
63990,6399.0,Otros servicios de información n.c.p.,subclass,6399,True,J,63,639,6399,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
64110,6411.0,Banca Central,subclass,6411,True,K,64,641,6411,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
64191,6419.1,Intermediación monetaria realizada por los bancos comerciales,subclass,6419,True,K,64,641,6419,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
64192,6419.2,Bancos especializados en actividades hipotecarias,subclass,6419,True,K,64,641,6419,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
64193,6419.3,Intermediación monetaria realizada por cooperativas y asociaciones de ahorro y crédito Página 20 de 26,subclass,6419,True,K,64,641,6419,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
64199,6419.9,Otro tipo de intermediación monetaria n.c.p.,subclass,6419,True,K,64,641,6419,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
64200,6420.0,Actividades de sociedades de control (holding),subclass,6420,True,K,64,642,6420,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
64301,6430.1,Corporación para el desarrollo,subclass,6430,True,K,64,643,6430,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
64302,6430.2,Sociedades financieras de inversión (SAFI),subclass,6430,True,K,64,643,6430,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
64309,6430.9,"Fideicomisos, fondos y otras fuentes de financiamiento n.c.p.",subclass,6430,True,K,64,643,6430,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
64910,6491.0,Arrendamiento financiero,subclass,6491,True,K,64,649,6491,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
64921,6492.1,Otorgamiento de tarjetas de crédito sin aval bancario,subclass,6492,True,K,64,649,6492,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
64922,6492.2,Actividad de las casas de empeño,subclass,6492,True,K,64,649,6492,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
64923,6492.3,Actividad de los prestamistas,subclass,6492,True,K,64,649,6492,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
64924,6492.4,Actividad de los círculos de ahorro,subclass,6492,True,K,64,649,6492,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
64929,6492.9,Otros tipos de financiamiento n.c.p.,subclass,6492,True,K,64,649,6492,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
64990,6499.0,"Otras actividades financieras, excepto seguros y de fondos de pensiones.",subclass,6499,True,K,64,649,6499,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
65110,6511.0,Seguros de vida,subclass,6511,True,K,65,651,6511,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
65120,6512.0,Seguros generales,subclass,6512,True,K,65,651,6512,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
65200,6520.0,Reaseguros,subclass,6520,True,K,65,652,6520,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
65300,6530.0,Fondos de pensión,subclass,6530,True,K,65,653,6530,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
66110,6611.0,Administración de mercados financieros,subclass,6611,True,K,66,661,6611,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
66121,6612.1,Actividad de las casas de cambio,subclass,6612,True,K,66,661,6612,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
66122,6612.2,Actividad de los corredores de cambio y de valores,subclass,6612,True,K,66,661,6612,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
66129,6612.9,Otras actividades relacionadas a los títulos de valor y contratos de corretaje de materias primas,subclass,6612,True,K,66,661,6612,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
66190,6619.0,Otras actividades auxiliares a las actividades de servicios financieros,subclass,6619,True,K,66,661,6619,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
66210,6621.0,Evaluación de riesgos y daños,subclass,6621,True,K,66,662,6621,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
66220,6622.0,Actividades de los agentes y corredores de seguro,subclass,6622,True,K,66,662,6622,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
66290,6629.0,Otras actividades auxiliares de seguros y fondos de pensiones,subclass,6629,True,K,66,662,6629,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
66301,6630.1,AFAPs,subclass,6630,True,K,66,663,6630,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
66309,6630.9,Otras actividades de administración de fondos,subclass,6630,True,K,66,663,6630,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
68101,6810.1,Propiedad y explotación de bienes inmobiliarios propios no rurales,subclass,6810,True,L,68,681,6810,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
68109,6810.9,Otras actividades con bienes propios o arrendados,subclass,6810,True,L,68,681,6810,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
68201,6820.1,"Intermediación en la compra, venta y arrendamiento de inmuebles",subclass,6820,True,L,68,682,6820,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
68202,6820.2,Avalúos de inmuebles,subclass,6820,True,L,68,682,6820,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
68203,6820.3,Arrendamiento de inmuebles rurales Página 21 de 26,subclass,6820,True,L,68,682,6820,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
68209,6820.9,Otras actividades inmobiliarias realizadas a cambio de una retribución o por contrata.,subclass,6820,True,L,68,682,6820,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
69101,6910.1,Servicios jurídicos y notariales prestados por profesionales independientes,subclass,6910,True,M,69,691,6910,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
69109,6910.9,Otros servicios jurídicos y notariales,subclass,6910,True,M,69,691,6910,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
69201,6920.1,Servicios contables prestados por profesionales independientes,subclass,6920,True,M,69,692,6920,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
69209,6920.9,Otros servicios contables,subclass,6920,True,M,69,692,6920,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
70100,7010.0,Actividades de oficinas centrales,subclass,7010,True,M,70,701,7010,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
70201,7020.1,"Servicios de contabilidad, administración y asesoramiento de empresas, excepto los prestados por profesionales",subclass,7020,True,M,70,702,7020,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
70202,7020.2,Actividad de las gestorías,subclass,7020,True,M,70,702,7020,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
70209,7020.9,Otras actividades de administración y consultoría de administración de empresas,subclass,7020,True,M,70,702,7020,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
71101,7110.1,Servicios de arquitectura,subclass,7110,True,M,71,711,7110,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
71102,7110.2,Actividades de diseño de paisajes,subclass,7110,True,M,71,711,7110,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
71103,7110.3,Servicios de ingeniería,subclass,7110,True,M,71,711,7110,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
71109,7110.9,Otras actividades técnicas y conexas,subclass,7110,True,M,71,711,7110,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
71200,7120.0,Ensayos y análisis técnicos,subclass,7120,True,M,71,712,7120,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
72100,7210.0,Investigación y desarrollo experimental en el campo de las ciencias naturales y la ingeniería,subclass,7210,True,M,72,721,7210,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
72200,7220.0,Investigación y desarrollo experimental en el campo de las ciencias sociales y las humanidades.,subclass,7220,True,M,72,722,7220,uy-ciiu-rev4-dgi-ine-v1-2026-03-15,False,True
